"Post ID","Page ID","Page name",Title,Description,"Duration (sec)","Publish time","Caption type",Permalink,"Is crosspost","Is share","Post type",Languages,"Custom labels","Funded content status","Data comment",Date,IMPRESSION:UNIQUE_USERS,Reach,Impressions,"Reactions, Comments and Shares",Reactions,Comments,Shares,"Total clicks","Matched Audience Targeting Consumption (Photo Click)","Other Clicks","Link Clicks","Negative feedback from users: Hide all"
1178027286707246,108912897259781,"Психічне здоров'я для України",,"💜 Вчора у КНП ВМР «Вараська багатопрофільна лікарня» на Рівненщині почав працювати Центр психічного здоров’я! Це новий, сучасний простір з кваліфікованими фахівцями. Наш проєкт подбав про ремонт, матеріальне забезпечення Центру та підготовку фахівців. 

У Центрі працює 2 лікаря-психіатра та 2 психолога. За потреби залучають фахівця соціальних служб. Все анонімно, людяно, без білих халатів. Можна відвідувати як індивідуальну, так і групову психотерапію.

😓 Якщо ви відчуваєте потребу проконсультуватися з фахівцем, маєте страх, агресію, безсоння, панічні атаки та фобії, психосоматичні або будь-які психічні розлади, не відкладайте свій візит. Послуги в центрі повністю безкоштовні та доступні людям будь-якого віку.

Звернутися за консультацією можна як за скеруванням лікаря, рекомендацією фахівця соціальних служб, так і просто самостійно. 

📞 Записатися на прийом можна за телефоном: 
 +380 (67) 397 71 71

🤝 Радіємо, що послуги психічного здоров’я стають доступніші. Дякуємо за співпрацю Вараській міській раді та Рівненській обласній раді, з якою ми підписали меморандум про співпрацю. Сподіваємося, що наступний на Рівненщині Центр відкриється в Гощі вже цього року. 

Вже завтра розкажемо вам про перший Центр психічного здоров’я, який ми відкрили у Чернівцях. 

Проєкт «Психічне здоров’я для України» реалізується за підтримки Embassy of Switzerland in Ukraine / Посольство Швейцарії в Україні.",0,"01/25/2024 09:01",N/A,https://www.facebook.com/MH4Ukraine/posts/pfbid026WYAJkC9QBV1BWLcXGatxgGAypsSoDVo1WBmZ2J7uwuCe9kmFPvqAADuxoFqERAJl,0,0,Photo,,,,,Lifetime,,4487,4696,181,169,2,10,359,279,80,,
1176211113555530,108912897259781,"Психічне здоров'я для України",,"Часто люди намагаються стримати сльози, бо вважають їх ознакою слабкості. Однак наука доводить зворотнє. Плач може бути корисним. І от чому 👇

🥲 Сльози — це спосіб самозаспокоєння

Дослідники виявили, що плач активує парасимпатичну нервову систему, яка допомагає вашому тілу розслабитися. Однак ефект від сліз не миттєвий. Може знадобитися кілька хвилин плачу, перш ніж ви відчуєте заспокоєння. 

🥲 Сльози — це спосіб отримати підтримку

Якщо ви почуваєтеся пригніченими, то плач — це спосіб повідомити іншим, що ви потребуєте їхньої турботи і допомоги. 

🥲 Сльози допомагають зняти біль та покращити настрій 

Коли ми плачемо, в нашому організмі виділяються окситоцин і ендорфіни. Ці хімічні речовини змушують нас почуватися добре, а також можуть полегшити фізичний та емоційний біль. 

🥲 Плач відновлює емоційну рівновагу

Іноді ви можете плакати, коли ви дуже щасливі, налякані або напружені. Дослідники з Єльського університету вважають, що такий плач допомагає відновити емоційну рівновагу. 

🥲 Плач здатен знизити рівень стресу

Коли у стресових обставинах люди плачуть, їхні сльози містять низку гормонів стресу та інших хімічних речовин. Таким чином плач може знизити рівень цих речовин та зменшити стрес. Однак, щоб підтвердити це, необхідні додаткові дослідження в цій галузі.

🥲 Сльози допомагають оговтатися від горя

Скорбота — це періоди смутку, заціпеніння, провини та гніву. Плач особливо важливий у періоди горювання. Це необхідний етап у переживанні втрати близької людини.

❤️‍🩹 Не соромтеся плакати, якщо відчуваєте в цьому потребу. Однак пам’ятайте, якщо ви плачете дуже часто і ваш стан заважає повсякденній діяльності, зверніться за допомогою до фахівця психічного здоров‘я. 

💌 Чи допомагають вам сльози почуватися краще? Діліться в коментарях.",0,"01/23/2024 09:01",N/A,https://www.facebook.com/MH4Ukraine/posts/pfbid02ur5c1pEGcVZdcbhbUnxxer8gEsafuhEvNmqHPexHQTDy7KQYMdwsbTHznncYCoJUl,0,0,Photo,,,,,Lifetime,,116628,155180,6153,4848,291,1014,7992,696,7291,5,
1173936130449695,108912897259781,"Психічне здоров'я для України",,"🤦🏼‍♀️ Скільки можна гортати стрічку і переглядати меми з котиками?

Як організм потребує фізичного тренування, так і наш мозок потребує активності. Тож тримаймо розум в тонусі!

🧠 Тренування мозку не тільки допомагає тримати його в формі та бути здоровим, але й може знизити ризик розвитку деменції. Тому важливо давати йому вирішувати складні завдання.

Найкращі моменти в нашому житті – це не час розслаблення. Найкращим для нас є період, коли наші тіло або розум напружують у намаганні досягти чогось важкого та вартісного. 

🧐 Угорський психолог Мігай Чіксентмігай називає ці моменти «Потік».

Як знайти свій потік та обрати належну поживу для свого мозку? Знайти відповіді на ці та багато інших запитань ви зможете у нашому навчальному курсі «Колесо добробуту». 

✅ Як основу для дослідження складових щасливого життя курс використовує колесо благополуччя ВООЗ. Кожен сектор колеса презентує один навчальний модуль. Кожен модуль навчить вас простим діям, які можуть покращити настрій та добробут.

👉 Курс безкоштовний і доступний за посиланням в коментарях. Приєднуйтеся!",0,"01/20/2024 09:01",N/A,https://www.facebook.com/MH4Ukraine/posts/pfbid02VGEU7nQjpaVhdZuLsEjWPCeSSmnVVvd5XPRtgJoj9vFmTqTvFSR1TaZeKwaWs3jwl,0,0,Photo,,,,,Lifetime,,4664,5078,121,90,8,23,120,24,96,,
1171263980716910,108912897259781,"Психічне здоров'я для України",,"💔 Понад 26 тисяч людей в Україні із 2022 року вважаються зниклими безвісти. Стільки ж сімей живуть в очікуванні, переживаючи те, що психологи називають невизначеною втратою. 

Навесні 2023 року наш проєкт розпочав супровід родин зниклих безвісти. Наші партнери — львівська громадська організація Metta, NGO, яка працює з військовими та їхніми сім’ями із 2014 року. Разом ми створили  план підтримки родин у Дрогобицькій, Миколаївській та Червоноградській громадах Львівщини. 

Проєкт має назву «Жити чекаючи». Обидва слова тут однаково важливі.

❤️‍🩹 Як сім’ї зниклих безвісти об’єднуються у спільноти самопідтримки на Львівщині читайте у матеріалі на Reporters. 

👇 Посилання у коментарях. 

Сьогодні «Психічне здоров’я для України» та «Metta» готують рекомендації для громад, які також шукають, як допомогти сім’ям, які проживають невизначену втрату.

Проєкт «Психічне здоров’я для України» реалізується за підтримки Embassy of Switzerland in Ukraine / Посольство Швейцарії в Україні.",0,"01/17/2024 07:01",N/A,https://www.facebook.com/MH4Ukraine/posts/pfbid023qgHVMyiyVeXrMMGmCJQNwZfRn23LXdyH15MdzGqQNQ8mN6us8gEUQMMH6YS8nN5l,0,0,Photo,,,,,Lifetime,,7381,7823,258,205,8,45,344,245,98,1,
1169553794221262,108912897259781,"Психічне здоров'я для України",,"🥶 Блакитний понеділок — так називають понеділок третього тижня січня. Його вважають найдепресивнішим днем у році. 

Цей термін започаткував у 2004 році психолог Кліф Арнал. Він визначив цю дату за допомогою математичної формули, яка враховує:

⛅️ метеорологічні фактори (короткий світловий день)
🫣 психологічні фактори (недотримання новорічних обіцянок) 
💸 економічні фактори (великі витрати, яких дехто зазнав на початку року).

❤️‍🩹 Пам‘ятайте, дбати про своє психічне здоров‘я варто щодня.

👇 Коли слід звернути увагу на своє психічне самопочуття читайте на нашому сайті: https://bit.ly/3NYSfsP 

❤️‍🩹 А як ваш настрій сьогодні? Пишіть у коментарях.",0,"01/15/2024 08:01",N/A,https://www.facebook.com/MH4Ukraine/posts/pfbid0g8hnX1PpjKsLmeSoKmZxBmfKeLCL35VstNXkKWuUuiFeHQzt3mN9zmuhiomqetTbl,0,0,Photo,,,,,Lifetime,,7721,8081,257,200,21,36,256,71,147,38,
1167073041136004,108912897259781,"Психічне здоров'я для України",,"🤲 Що робить нас щасливим? Що ми можемо зробити, аби покращити свій добробут? 

Знайти відповіді на ці запитання ви зможете у нашому курсі «Колесо добробуту». Як основу для дослідження складових щасливого життя курс використовує колесо благополуччя ВООЗ. 

🧐 Ми розглядаємо, як фізична активність, навчання, ділення, спілкування та підтримання контакту, уважність до деталей та піклування про планету робить наше життя щасливішим. 

Кожен сектор колеса презентує один навчальний модуль. Кожен модуль навчить вас простим діям, які можуть покращити настрій та збільшити добробут. Не все з наших порад спрацює, однак, зосередьтеся на тих активностях, які підходять саме вам. 

💜 Сподіваємося, що завдяки цьому навчанню кожен з вас побудує своє коло добробуту.

👉 Курс доступний за посиланням в коментарях.",0,"01/12/2024 06:01",N/A,https://www.facebook.com/MH4Ukraine/posts/pfbid0ZrVJJLzYTQzxJqYdnoH5zPRZ42nfPJJF6o5XwXZmsNYvMNWLZyQYPWnibajH72qDl,0,0,Photo,,,,,Lifetime,,50162,68125,2694,2195,55,444,3848,1031,2810,7,
1165549941288314,108912897259781,"Психічне здоров'я для України",,"Війна впливає на наше фізичне і психічне здоров‘я. Тому зараз критично важливо дбати про себе. Клінічна психологиня Надія Браницька радить, як турбуватися про себе системно. 

👉 Щодня 

відстежуйте, яка навантаження ви в силі взяти на себе, а також плануйте, як ви будете поновлювати енергію. Це може бути дві-три ресурсні справи: кава з улюбленого горнятка, улюблена пісня, прогулянка мальовничою вулицею.

Створіть список занять, які приносять вам задоволення, щоб швидко знаходити те, що допомагає поповнювати ваш ресурс. 

👉 Щотижня

знайдіть час для однієї великої улюбленої справи. Це може бути масаж, цікава лекція, зустріч з друзями, фізичні навантаження. Або, навпаки, влаштуйте собі день «нічогонероблення», щоб набиратися фізичних та моральних сил.

👉 Щомісяця

заплануйте масштабніше відновлення. Поїдьте кататися на конях, відвідайте сусіднє місто або ж друзів.

👉 Щороку

організуйте максимальне відновлення. Це може бути тривала поїздка, ретрит з практикою мовчання. Якщо ви одружені та маєте дітей, заплануйте відновлення лише вдвох з вашим партнером. Щорічна відпустка не обов‘язково передбачає подорожі, але цей досвід відновлення має бути винятковим. 

🫵 Пам‘ятайте, відсутність бодай короткострокових планів — ще один стресовий фактор для нашого організму. Щоб не погіршувати свій психічний стан та самопочуття, варто вчитися будувати плани, зокрема бодай маленького, але відпочинку.",0,"01/10/2024 09:01",N/A,https://www.facebook.com/MH4Ukraine/posts/pfbid02u1GDuDs1da9dxQgcG8dtjjwWKmRsBxVQzyF4XbQXqMWXs5TFejurVkLdWBszHEUml,0,0,Photo,,,,,Lifetime,,28736,34819,1281,1034,17,230,1313,169,1144,,
1163860748123900,108912897259781,"Психічне здоров'я для України",,"Після перерви нам непросто повернутися у робочий режим. І чим більше ми відпочиваємо, тим більшими можуть бути слабкість та небажання працювати. 

🧐 Клінічна психологиня Надія Браницька пояснює, чому так відбувається, і чи винні у цьому свята. 

💁🏻‍♀️ Якщо у людини все добре зі здоров’ям, навантаження не перевищує можливості та сили, а робота приносить задоволення, — повернення до роботи після святкової паузи не має бути проблемою.

Однак так відбувається далеко не у всіх. 

🤦🏻‍♀️ Наприклад, якщо у людини на роботі токсичне оточення, де вона не задовольняє ні свої фінансові потреби, ні потреби в емоційному зв’язку з колегами, їй буде важко адаптуватися. Байдуже, чи людина щойно вийшла на нову роботу, чи повертається туди після свят. 

🙅🏻‍♀️ Інколи проблема не в робочому середовищі, а в тому, що відбувається з самою людиною. Можливо, вона має високі вимоги до себе або ж не вміє відстоювати особисті кордони. У такому разі людина відчуватиме емоційні коливання, напруження м’язів, головний біль, слабкість. Тож важливо спостерігати за сигналами власного тіла й усвідомлювати, що воно хоче нам сказати. 

❤️‍🩹 Війна  також позначається на тому, наскільки довго людина відпочиватиме та як повертатиметься до роботи. Зараз ми маємо менше сил, аніж мали до війни. Тому критично важливо якісно відновлюватися і знайти те, що допомагає саме вам. 

Варто бути менш вимогливим до себе, своєї продуктивності, мотивації до праці. Важливо щоденно відстежувати, скільки енергії ви витрачаєте і скільки поповнюєте. 

🎙️ Більше про те, як слід дбати про психічне здоров’я на робочому місці, дізнавайтеся у нашому безкоштовному навчальному курсі: https://edu.mh4u.in.ua/courses/психічне-здоровя-та-психологічний-до/

💌 Як вам вдається повертатися до робочого режиму після свят? Діліться в коментарях.",0,"01/08/2024 08:01",N/A,https://www.facebook.com/MH4Ukraine/posts/pfbid08hst8H7XK9N3e2CCrUjoE7Dr6w61y4NZWpjQSWoBe3SzecqEZTJgg13eQJxeAforl,0,0,Photo,,,,,Lifetime,,2689,2892,78,60,1,17,33,5,11,17,
1161542615022380,108912897259781,"Психічне здоров'я для України",,"❤️‍🩹 Повномасштабна війна в Україні триває вже майже два роки. Як розвивати стійкість в умовах таких тривалих випробувань пояснює лікар-психотерапевт Олег Романчук.

💪🏻 Стійкість схожа до м’язів, а отже ми можемо її розвивати. М’язи можна тренувати під різні завдання: під спринт, під марафон, під багатоборства. Так і зі стійкістю – під час різних життєвих викликів нам потрібні її різні види. 
 
🏃🏻‍♀️ В умовах тривалих випробувань спроба викластися і викинути всі сили на «короткій дистанції» не працюватиме. Важливо знайти той темп, з яким ми зможемо продовжувати нашу боротьбу стільки, скільки це буде потрібно. 

Менеджмент енергії включає в себе три складові:
 
🍏 регулярно поповнювати сили. Дбати про сон, їжу, фізичну активність, ресурсні соціальних активності, зв’язок із цінностями, природою і т.д. 

🫶🏼 Турбуватися про себе і регулювати свій темп життя. Варто пам‘ятати, що турбота про себе – не егоїзм. Якщо ми не будемо турбуватися про себе, як зможемо турбуватися про інших? 

💆🏻 Мінімізувати марні витрати енергії. Варто «викреслити» з наших списків справ усе зайве, не обтяжувати себе другорядним, максимально спростити життя.

Бути готовим до труднощів не означає постійно переживати всі можливі катастрофічні наслідки і нагнітати атмосферу найгіршими сценаріями. 

🕊️ Варто спробувати жити без очікувань на швидке завершення страждань, бути налаштованим на довготривалі випробування, але водночас не полишати надії на краще.

💌 А що вам допомагає триматися у нелегкі часи? Діліться в коментарях.",0,"01/05/2024 05:01",N/A,https://www.facebook.com/MH4Ukraine/posts/pfbid02ABAr4aJSn8aTaqWvEFKF5ps8ywNRShHC9c5bfk45BZkBGY3yptrQLRVaVzEThcF2l,0,0,Photo,,,,,Lifetime,,49462,70654,2921,2482,47,392,2214,357,1855,2,
1155759175600724,108912897259781,"Психічне здоров'я для України",,"Через виклики війни цьогорічні зимові свята можуть не приносити нам звичної радості. Натомість ми можемо відчувати смуток, втому, самотність та провину. 

Що робити з цими почуттям? Пояснює психотерапевтка Злата Гнатюк для Wonderzine.

🤷🏻‍♀️ Святкувати чи ні?

Прислухайтеся до себе. Не намагайтеся відповідати чиїмось очікуванням. Пам’ятайте, що це нормально не відзначати свята, якщо вам не хочеться робити цього. Якщо ж ви вагаєтеся, спробуйте піти на святкування, але не змушуйте себе зображати радість та не силуйте досидіти до кінця вечора.

🤷🏻‍♀️ Чи маємо ми право радіти? 

Часто людей мучить почуття провини за те, що вони можуть відзначати свята з близькими, поки багато українців не мають такої можливості. Фахівці говорять, що люди, які заборонили собі будь-яку радість,почуваються значно гірше, аніж ті, хто докладає зусиль, щоби попри все насолоджуватися життям. Пам‘ятайте, що ваше почуття провини не допоможе людям, яким зараз складно. 

🤷🏻‍♀️ Як бути, якщо рідні далеко? 

Коли людина опиняється на новому місці, у нових обставинах, вона часто спирається на свої звички і традиції. Це дає змогу тримати зв’язок зі своєю країною та сім’єю. Згадайте свої сімейні традиції та відтворіть їх, навіть якщо поруч немає всіх близьких. Якщо ж у вас не було ритуалів і традицій, спробуйте створити їх самі. 

🤷🏻‍♀️ Де знайти сенси під час святкувань?

Зимові свята – це про добро, єднання та чуйність. Можливо, ви знайдете для себе нові смисли свят саме в допомозі іншим, наприклад, військовим, людям з окупованих територій та вимушеним переселенцям. Якщо ж у вас є знайомі у війську, не забудьте зателефонувати чи написати їм, навіть якщо вони не відповідають.

💌 А як ви плануєте провести свята цьогоріч? Діліться в коментарях.",0,"12/28/2023 07:12",N/A,https://www.facebook.com/MH4Ukraine/posts/pfbid02w9erv4WK3WA2Xnvw4JUdFqutm9mM8bs5V3w5qf2XcvViyaA3GQ2zm1mcCD4ujMgnl,0,0,Photo,,,,,Lifetime,,134817,176620,3834,2916,258,660,9433,797,8633,3,1
1153370305839611,108912897259781,"Психічне здоров'я для України",,"Щасливі свята та реальність війни складно поєднувати, тому пережити прийдешній період може бути непросто. 

Як у святковий період подбати про своє психічне здоров‘я? Ось кілька порад 👇

💌 Щоб допомогти своєму психічному здоров‘ю, варто закінчувати кожен свій день пригадуванням приємного моменту. Що вас надихнуло, вразило, здивувало? Поділіться цим з близькою людиною або ж запишіть його у щоденник. 

💌 Зафіксуйте те, чого вам зараз достатньо: їжі, води, тепла, обіймів, сміху, сну. Нагадайте собі, за що ви цінуєте теперішній момент. 

💛 Дозвольте собі спогади. Це можуть бути фотографії або музика, які нагадають вам часи, коли ви не були самотніми. Якщо вам захочеться плакати — плачте. З вдячністю пригадуйте те, що ви мали, і те, ким ви були для дорогих вам людей. 

❤️ Турбуйтеся про себе. Гаряча ванна, свічки, ароматичні олії – все це способи, якими ви можете виявляти любов до себе. Пам’ятайте, що турбота про себе дає сили бути поруч з іншими людьми.

❤️‍🩹 У час свят ви можете також відчувати провину або сором. Це - сильні саморуйнівні емоції. Як з ними бути? 

Шукайте прощення у людей, яких ви, на вашу думку, образили. Це не обов'язково робити особисто. Уявіть людину чи групу людей, яких ви образили або не захистили. Подумки попросіть їх пробачити вас і одночасно вибачте їм. 

❤️‍🩹 Напишіть листа тому, хто, на вашу думку, завдав вам страждань. Пишіть те, що відчуваєте, не засуджуйте себе та не виправляйте. Ви можете спалити лист та розсіяти попіл. 

А що допомагає вам дбати про себе зараз? Діліться у коментарях 👇",0,"12/25/2023 04:12",N/A,https://www.facebook.com/MH4Ukraine/posts/pfbid02AgDjtV4ViupjwmXLvZgNg1MCV2RaH8ZKiwoYqNnVVuaLM2TR1yXj1SnYJosAq1Yxl,0,0,Photo,,,,,Lifetime,,51563,70999,2436,2057,73,306,1814,235,1579,,
1151663406010301,108912897259781,"Психічне здоров'я для України",,"Друзі, ми розпочинаємо наш прямий ефір «Жити чекаючи: як родичам зниклих безвісти військових підтримати себе». 

Поговоримо про невизначену втрату, способи допомоги тим, хто її переживає, та про групи підтримки для родин військовослужбовців.

Приєднуйтеся до ефіру за посиланням в коментарях 💜",0,"12/23/2023 01:12",N/A,https://www.facebook.com/MH4Ukraine/posts/pfbid0YZgMeHMpgZg6JuiWwnHSVPYdr7YuZHhKWq7sgFE4jyTGFacLyd8JN7xddW4dC1Xfl,0,0,Photo,,,,,Lifetime,,2424,2689,46,38,2,6,26,7,19,,
1151220996054542,108912897259781,"Психічне здоров'я для України",,"Втрата під час війни — виклик, який вимагає навичок підтримки одне одного. Особливо важко жити, коли доля близької людини невідома. 

📅 Завтра, 23 грудня, об 11:00 ми проведемо прямий ефір на тему «Жити чекаючи: як родичам зниклих безвісти військових підтримати себе». 

Ми поговоримо про невизначену втрату, способи допомоги тим, хто її переживає, та про групи підтримки для родин військовослужбовців.

Ділитися досвідом та відповідати на ваші питання будуть представниці Metta, NGO, психотерапевтки Юлія Стадницька та Олена Муха. “Жити чекаючи” — проєкт комплексної психосоціальної підтримки та супроводу родин, що проживають невизначену втрату, який громадська організація втілює на Львівщині за підтримки MH4U.

Рєструйтеся за подію за посиланнями в коментарях ⬇️",0,"12/22/2023 10:12",N/A,https://www.facebook.com/MH4Ukraine/posts/pfbid0f4nJU6TcLzwNaTseLYMFFC8obzxdjJutAxRPXT8DMTiVbV8mrPnZbaTrmpfwxKFSl,0,0,Photo,,,,,Lifetime,,2424,2652,43,33,5,5,32,10,22,,
1149413766235265,108912897259781,"Психічне здоров'я для України",,"💜 У Трускавці пройшов наш Перший форум амбасадорів та амбасадорок психічного здоров’я! 

20 людей з психічними розладами зібралися разом, щоб підтримати одне одного та розробити стратегію взаємодії з нашим проєктом. Разом працювали як нові амбасадори, так і ті, хто приєднався до команди ще три роки тому. 

Що робили на заході? 

🤝 Знайомилися та шукали свій ресурс.
👥 Будували команду та кола підтримки.
📋 Планували програму амбасадорів психічного здоров'я на наступний рік.
🤔 Думали про залучення людей з розладами до формування політик у галузі психічного здоров’я.
✍️ Розробляли план реалізації нашого провідного принципу “нічого для людей з психічними розладами без їх участі”.

🟣 Що таке програма амбасадорів? 

Проєкт “Психічне здоров’я для України” зібрав спільноту небайдужих людей, які з особистого досвіду знають, що таке психічний розлад та можуть поділитись інформацією про це з іншими. Все це для того, аби створити дружнє та безпечне суспільство, вільне від стигми та дискримінації. Суспільство, де ми можемо покластися один на одного, підтримати й отримати підтримку взамін. 

🫶🏼 Станом на червень 2023 року до нашої програми долучилося понад 200 людей.

Більше про програму амбасадорів читайте тут: https://www.mh4u.in.ua/ambasador/

Проєкт «Психічне здоров'я для України» реалізується за підтримки Embassy of Switzerland in Ukraine / Посольство Швейцарії в Україні.",0,"12/20/2023 04:12",N/A,https://www.facebook.com/MH4Ukraine/posts/pfbid0oCgKZpfmq461EdUXtwNuPrVgKFLrd32ZF2r2zdaYuhCQaDuNPNnKK6PkoPNSSRXFl,0,0,Photo,,,,,Lifetime,,6813,7209,239,213,11,15,656,489,133,34,
,,,,,,,,,,,,,,,"An error occurred while computing metadata for content with ID 1060108855304716.",Lifetime,86,,,,,,,,,,,
1148816102961698,108912897259781,"Психічне здоров'я для України",,"‼️ Друзі, через непередбачувані обставини ми змушені перенести наш прямий ефір «Жити чекаючи: як родичам зниклих безвісти військових підтримати себе».

📆 Зустрінемося в суботу 23 грудня об 11:00. 

Також ефір буде доступний у записі. Тож усі, хто зареєструвався, зможуть переглянути його в зручний для себе час.

Щиро перепрошуємо за незручності!",0,"12/19/2023 08:12",N/A,https://www.facebook.com/MH4Ukraine/posts/pfbid0iWRDfokjFAm9RVu8Tn2z7JYUUQzvgK2nLoahobCP88hDe4WkceUrpM79VoYcxAJPl,0,0,Text,,,,,Lifetime,,3140,3237,57,53,0,4,23,,23,,
1148740112969297,108912897259781,"Психічне здоров'я для України",,"‼️ UPD: Друзі, через непередбачувані обставини ми змушені перенести наш прямий ефір. 

Зустрінемося в суботу об 11.00. Також ефір буде доступний у записі. Перепрошуємо за незручності. 

❤️‍🩹 Спілкування з тими, хто втратив близьку людину, часто викликає збентеження. Нам складно знайти влучні слова, щоб висловити підтримку. 

❌ Проте, є фрази, які можуть не лише не допомогти, але й ранити ще більше. Ось що не можна говорити у розмові з тим, хто проживає втрату близького 👉

🔔 Якщо ви хочете дізнатися, як коректно підтримати людину, приходьте сьогодні о 19.00 на наш прямий ефір. Ми також будемо говорити про те, як допомогти тим, чиї близькі зникли безвісти та про групи підтримки для родин військовослужбовців. 

Посилання на ефір у коментарях ⬇️

Чекаємо на вас 💜",0,"12/19/2023 06:12",N/A,https://www.facebook.com/MH4Ukraine/posts/pfbid0UpMKrySKEG8AJJeopr4T6cyQ2PoZNdAf6LZtQ9MTv9rTk9JETzny8UbM7D6YiAiUl,0,0,Photo,,,,,Lifetime,,10022,10638,244,172,8,64,979,732,247,,
1148075049702470,108912897259781,"Психічне здоров'я для України",,"💜 Завдяки нашій підтримці в Дрогобицькому районі команда проєкту ""Біля сім’ї"" допомогла 30 сім’ям, які мають дітей з інвалідністю або ж опинились у складних життєвих обставинах. Фахівці створили для них цілісну систему супроводу: соціальні, освітні послуги та супровід в сфері психічного здоров’я. 

Як результат — родини, які виховують дітей з розладами, зуміли пропрацювати власні виклики та потреби. А отже, зрозуміти: вони не залишені наодинці із своїми проблемами.

💌 Історії сімей, життя яких змінилося завдяки проєкту «Біля сім’ї», читайте на сайті УП.Життя. 

Посилання у коментарях 👇

Фото: Катя Москалюк",0,"12/18/2023 10:12",N/A,https://www.facebook.com/MH4Ukraine/posts/pfbid02sLPoMTQvAoVccVmEMYeod9pWGtjiKjsWkdaYqmHuArXGqjnCQnufZ7TsinXEFfb3l,0,0,Photo,,,,,Lifetime,,3854,4103,85,74,4,7,133,93,40,,
,,,,,,,,,,,,,,,"An error occurred while computing metadata for content with ID 1048095246469818.",Lifetime,2,,,,,,,,,,,
1146454683197840,108912897259781,"Психічне здоров'я для України",,"‼️ UPD: Друзі, через непередбачувані обставини ми змушені перенести наш прямий ефір. 

Зустрінемося в суботу об 11.00. Також ефір буде доступний у записі. Перепрошуємо за незручності. 

Під час спілкування з людиною, яка проживає втрату, ми можемо почуватись безпорадними, бо розуміємо, що вона проходить найболючіший досвід життя. 

Коли ви говорите з людиною, яка проживає втрату, дійте щиро. Якщо відчуваєте розгубленість та не можете підібрати слів, скажіть про це відкрито. В розмові немає потреби поводитись «по-особливому». Важливо не боятись бути поруч та бути відвертим.

Ось що може допомогти:

❤️‍🩹 Висловіть слова співчуття та готовності підтримати і допомогти, якщо ви справді готові. Не обіцяйте того, чого не зможете зробити. 

❤️‍🩹 Потурбуйтеся про фізичні потреби людини. Прямо спитайте, що ви можете зробити. Допоможіть людині повернути в життя рутинні справи. Передбачуваність рутини допомагає почуватися безпечніше й зменшує стрес, тривогу та безнадію. 

❤️‍🩹 Тримайте правильну фізичну дистанцію. Для цього дивіться на реакцію людини. Перед будь-яким фізичним контактом (обійми чи доторки), спитайте дозволу на це. Слідкуйте за тим, щоб людина мала час і простір побути наодинці, але не залишалася на самоті надовго.

❤️‍🩹 Долучіть людину до спільної справи. Це дасть відчуття єдності, залученості і зв’язку з іншими.  

❤️‍🩹 Розповідайте та слухайте добрі історії про людину, яка померла або вважається зниклою безвісти. 

Що не варто робити у намаганні підтримати людину, яка проживає втрату?

❌ Питати про те, що вона відчуває.
❌ Питати про обставини втрати.
❌ Жаліти.
❌ Переконувати, навіть якщо ваша думка відрізняється.
❌ Говорити довго про співчуття.
❌ Говорити про те, що ви розумієте, що людина відчуває.
❌ Питати «чому?».
❌ Проповідувати та повчати. 
❌ Надміру говорити про себе.

📅 Наступного тижня ми проведемо прямий ефір на тему невизначеної втрати. Будемо говорити про те, як родини зниклих безвісти військовослужбовців можуть підтримати себе, а суспільство — не залишатися осторонь їх втрати. 

Приєднуйтеся 19 грудня о 19:00 до прямого ефіру на нашому Youtube-каналі.

👩🏼‍🏫 Ділитися досвідом та відповідати на ваші запитання будуть представниці Metta, NGO, психотерапевтки Юлія Стадницька та Олена Муха.

Реєструйтеся на захід за посиланням у коментарях 👇

Проєкт «Психічне здоров'я для України» реалізується за підтримки Embassy of Switzerland in Ukraine / Посольство Швейцарії в Україні.",0,"12/16/2023 10:12",N/A,https://www.facebook.com/MH4Ukraine/posts/pfbid0fkCwfFvFV1R3bNh9vPMQwQWbiH3cs38FGK1f2WeuwcynYrXQE1S1Cj2VuyFtfwZjl,0,0,Photo,,,,,Lifetime,,44471,54225,2438,2030,91,317,2792,297,2492,3,
